Agent1,Agent2,wrTu1sq,wrTu1ac1,wrTu1ac2,wrTu1neg,wrTu1cp1,wrTu1cp2,wrTu1wr1,wrTu1wr2,wrTu2sq,wrTu2ac2,wrTu2ac1,wrTu2neg,wrTu2cp2,wrTu2cp1,wrTu2wr2,wrTu2wr1,groundtruth
USA,RUS,-0.723246,-1.73929,0.798197,0.526382,-1.84641,1.443969,1.118593,1.065034,-0.118561,-1.57827,1.452,0.48666,-1.896835,1.944844,0.820221,0.660938,Cap1
USA,PAN,-0.468337,-0.819666,-0.093615,-0.290617,-1.090999,0.247647,-0.085022,-0.220688,0.776412,0.303943,1.18308,0.504637,-0.467772,1.289995,0.225694,-0.160164,Cap1
COL,VEN,0.254593,0.253549,0.255637,0.254527,-0.27807,0.136391,-0.130529,-0.396338,-0.248949,-0.249884,-0.248015,-0.24889,-0.71826,-0.383363,-0.618426,-0.852615,Cap1
RUS,SWE,-0.160045,-1.19239,0.941717,0.463204,-1.416611,1.065877,0.475253,0.363142,-0.254611,-1.242851,0.839197,-0.487664,-1.880138,0.897247,-0.748257,-1.0669,Cap1
RUS,IRN,0.325626,-0.880947,1.369244,0.447286,-1.290671,1.177035,0.050215,-0.154647,-0.073167,-1.122478,1.007668,-0.452383,-1.807901,0.905234,-0.897529,-1.240241,Cap1
SYR,IRQ,-0.353412,-0.354313,-0.352512,-0.353751,-1.042476,-0.242305,-0.587626,-0.931708,-0.547089,-0.547918,-0.54626,-0.546776,-0.859312,-0.302898,-0.459111,-0.614808,Cap1
PAK,AFG,-0.073464,-1.071254,0.952743,0.702743,-1.194773,1.017133,0.705373,0.643614,0.17572,-0.917139,1.193424,-0.702449,-1.815417,1.200897,-1.144115,-1.593254,Cap1
RUS,SWE,0.081564,-0.982293,1.1114,0.933105,-1.067451,1.036781,0.815907,0.773328,0.001675,-1.03131,1.033984,-0.875994,-1.956108,1.02785,-1.344527,-1.806925,Cap1
FRA,CAN,0.493093,-0.737168,1.47615,0.951297,-0.974303,1.099987,0.456566,0.337999,0.282984,-0.87959,1.312537,-0.701987,-1.798572,1.272587,-1.201427,-1.660918,War2
FRA,GRC,0.171738,-0.38133,0.706037,0.487728,-0.582098,0.568778,0.250086,0.149702,0.517181,-0.072867,1.043207,0.067435,-0.947157,1.021618,-0.391299,-0.828445,War2
FRA,ZAF,0.111605,-1.160761,1.317104,1.115054,-1.242303,1.214599,0.971778,0.931008,-0.187927,-1.310184,1.034074,-1.08504,-2.214144,1.023356,-1.547739,-1.999719,War2
FRA,AUS,0.047056,-1.08654,1.157948,0.810382,-1.241394,1.118178,0.693186,0.615759,-0.167536,-1.205114,0.943811,-0.801775,-2.017421,0.934979,-1.216761,-1.622914,War2
FRA,NZL,0.047056,-1.08654,1.157948,1.032535,-1.142416,1.113521,0.96017,0.932232,-0.096507,-1.166732,1.017589,-1.036891,-2.10729,1.014792,-1.509967,-1.980246,War2
FRA,RUS,-0.048403,-1.195707,1.123904,-0.95313,-2.09113,1.128965,-1.395779,-1.843491,0.301285,-1.001219,1.427093,1.080964,-1.143758,1.468597,1.051198,0.979928,War2
RUS,FRA,0.301285,-1.001219,1.427093,0.911728,-1.213451,1.189751,0.56827,0.462154,-0.048403,-1.195707,1.123904,-0.83472,-2.040083,1.077016,-1.303795,-1.725983,War2
RUS,ESP,0.301285,-1.0879,1.489457,0.933793,-1.303494,1.253128,0.589666,0.481868,0.007678,-1.24031,1.251036,-0.885512,-2.097898,1.208129,-1.357213,-1.786007,War2
RUS,HUN,0.301285,-0.740809,1.229832,-0.15665,-1.444378,1.140522,-0.597745,-0.94953,0.825707,-0.328626,1.621433,0.197464,-1.058845,1.540152,-0.248926,-0.614035,War2
RUS,ITA,0.301285,-0.485504,1.022743,-0.058362,-1.2023,0.937417,-0.502086,-0.860484,0.623641,-0.21126,1.30877,0.412052,-0.801194,1.185223,-0.006462,-0.301429,War2
RUS,FIN,0.301285,-0.289769,0.855077,0.7391,-0.391073,0.584314,0.417684,0.367032,-0.023832,-0.566437,0.521346,-0.471651,-1.4793,0.495093,-0.954335,-1.410766,War2
RUS,JPN,0.301285,-0.554564,1.080064,-0.209715,-1.343599,1.016504,-0.667793,-1.062311,0.028625,-0.761634,0.812307,0.348021,-1.056617,0.599896,-0.011882,-0.159374,War2
ITA,ESP,0.28607,-0.987927,1.398797,0.575702,-1.332791,1.211383,0.215855,0.043423,-0.208512,-1.260386,0.940181,-0.56122,-1.942665,0.849291,-0.99325,-1.33439,War2
ITA,HUN,0.28607,-0.987927,1.398797,0.577064,-1.33222,1.211219,0.21734,0.045193,0.640998,-0.758567,1.642166,-0.449563,-1.629854,1.605346,-0.922027,-1.357671,War2
ITA,BGR,0.28607,-0.934517,1.358609,1.074614,-1.058363,1.107969,0.76205,0.700126,0.820779,-0.55966,1.71399,-0.479788,-1.52453,1.703941,-0.972272,-1.454708,War2
ITA,ROU,0.28607,-0.934517,1.358609,0.964275,-1.10648,1.121734,0.641417,0.555435,0.677479,-0.669231,1.633602,-0.556846,-1.620428,1.619641,-1.046406,-1.522004,War2
ITA,FIN,0.28607,-0.934517,1.358609,1.032469,-1.076742,1.113226,0.715973,0.644861,-0.252225,-1.242575,0.84306,-0.952654,-2.103567,0.803294,-1.422915,-1.853411,War2
ITA,JPN,0.28607,-0.934517,1.358609,0.267471,-1.410347,1.20866,-0.120394,-0.358309,-0.040358,-1.127582,1.065358,-0.356046,-1.775755,0.964711,-0.780779,-1.104865,War2
BGR,JPN,0.61015,-0.645255,1.553416,-0.351535,-1.511665,1.471906,-0.86625,-1.299455,0.042758,-1.024324,1.091639,0.569033,-1.271307,0.632186,-0.013912,-0.137403,War2
ROU,JPN,0.488055,-0.733837,1.468204,-0.402512,-1.583374,1.39477,-0.900715,-1.325484,0.042758,-1.024324,1.091639,0.561515,-1.27486,0.72586,0.070467,-0.054801,War2
FIN,DEU,-0.09768,-1.127927,0.973478,-1.012612,-2.073052,0.978838,-1.479814,-1.952377,-0.165769,-1.166228,0.902003,0.821299,-1.205249,0.995872,0.895657,0.876147,War2
FIN,JPN,-0.09768,-1.107428,0.951243,-0.574843,-1.848725,0.976514,-0.920221,-1.29087,0.042758,-1.024324,1.091639,0.571553,-1.270116,1.165311,0.522328,0.399433,War2
BRA,ARG,-0.063687,-0.064672,-0.062702,-0.063132,-0.282923,-0.012915,-0.12247,-0.231596,-0.197677,-0.198626,-0.196727,-0.198211,-0.980277,-0.182821,-0.575131,-0.965956,Acq1
USA,MEX,0.041547,-1.018392,1.08404,1.006181,-1.055425,1.044032,0.947655,0.929139,-0.382029,-1.260639,0.627862,-1.110373,-2.18107,0.624556,-1.573895,-2.03411,Acq1
PAK,AFG,-0.08229,-1.213242,1.09056,0.340364,-1.538876,1.146053,0.233041,0.070224,0.233377,-1.040819,1.373706,-0.349571,-1.754532,1.397265,-0.682869,-1.039726,Acq1
BOL,CHL,0.131124,0.130098,0.13215,0.130503,-0.672668,0.106288,-0.296742,-0.698125,-0.752792,-0.753534,-0.75205,-0.752343,-0.950528,-0.857344,-0.956133,-1.05463,Acq1
DZA,MAR,-0.421309,-0.422186,-0.420432,-0.421291,-0.911858,-0.205427,-0.451122,-0.695958,-0.564822,-0.565644,-0.563999,-0.564838,-1.075404,-0.357457,-0.613175,-0.868055,Acq1
RUS,USA,0.355355,-1.273174,1.664342,-0.829842,-2.122254,1.610711,-1.308012,-1.732552,-0.475236,-1.589457,0.950688,0.696489,-1.689529,0.630895,0.326659,0.276622,Acq1
